PA,PitchofPA,Batter,Strikes,Balls,KorBB,TaggedPitchType,PlayResult,Angle,Direction,Distance,PlateLocHeight,PlateLocSide,PitchCall,TaggedHitType,AVG,OBP,SLG,swing,whiff,StadiumID,2B,3B,HR,chase,OutsOnPlay,GameID,PitcherThrows,ExitSpeed,RelSpeed,is_single,is_double,is_triple,is_home_run
,4,"Caulfield, Garen",1.0,2.0,Undefined,Slider,Undefined,,,,2.69338,-0.97952,StrikeCalled,Undefined,,,,,,140.0,0,0,0,,0.0,20241011-UArizona-Private-2,Right,,88.06994,False,False,False,False
,5,"Caulfield, Garen",2.0,2.0,Undefined,Slider,Single,-2.227883,-3.108514,36.7328,2.8812,-0.58426,InPlay,GroundBall,1.0,1.0,1.0,1.0,,140.0,0,0,0,,0.0,20241011-UArizona-Private-2,Right,105.13571,87.49138,True,False,False,False
1.0,1,"Caulfield, Garen",0.0,0.0,Undefined,ChangeUp,Undefined,,,,0.95819,-1.07456,BallCalled,Undefined,,,,,,140.0,0,0,0,,0.0,20241011-UArizona-Private-2,Left,,80.48328,False,False,False,False
,2,"Caulfield, Garen",0.0,1.0,Undefined,Fastball,Undefined,,,,3.68157,-0.49386,BallCalled,Undefined,,,,,,140.0,0,0,0,,0.0,20241011-UArizona-Private-2,Left,,87.27157,False,False,False,False
,3,"Caulfield, Garen",0.0,2.0,Undefined,Slider,Undefined,,,,1.5344,0.52376,StrikeCalled,Undefined,,,,,,140.0,0,0,0,,0.0,20241011-UArizona-Private-2,Left,,78.68514,False,False,False,False
,4,"Caulfield, Garen",1.0,2.0,Undefined,ChangeUp,Undefined,,,,3.52438,-1.63552,BallCalled,Undefined,,,,,,140.0,0,0,0,,0.0,20241011-UArizona-Private-2,Left,,79.58599,False,False,False,False
,5,"Caulfield, Garen",1.0,3.0,Undefined,Fastball,Undefined,,,,1.75328,-1.19396,StrikeCalled,Undefined,,,,,,140.0,0,0,0,,0.0,20241011-UArizona-Private-2,Left,,87.82447,False,False,False,False
,6,"Caulfield, Garen",2.0,3.0,Undefined,Slider,Double,18.674736,-17.312827,399.28208,1.106,-0.02532,InPlay,LineDrive,1.0,1.0,2.0,1.0,,140.0,1,0,0,1.0,0.0,20241011-UArizona-Private-2,Left,108.93135,77.50824,False,True,False,False
1.0,1,"Caulfield, Garen",0.0,0.0,Undefined,Sinker,Undefined,,,,4.0397,1.97773,HitByPitch,Undefined,,1.0,,,,140.0,0,0,0,,0.0,20241011-UArizona-Private-2,Right,,88.23174,False,False,False,False
1.0,1,"Caulfield, Garen",0.0,0.0,Undefined,Sinker,Undefined,,,,3.03771,-2.12385,BallCalled,Undefined,,,,,,140.0,0,0,0,,0.0,20241012-UArizona-1,Left,,85.62337,False,False,False,False
,2,"Caulfield, Garen",0.0,1.0,Undefined,Slider,Undefined,,,,2.83697,-3.46608,BallCalled,Undefined,,,,,,140.0,0,0,0,,0.0,20241012-UArizona-1,Left,,75.10852,False,False,False,False
,3,"Caulfield, Garen",0.0,2.0,Undefined,Sinker,Undefined,,,,3.36898,-2.66407,BallCalled,Undefined,,,,,,140.0,0,0,0,,0.0,20241012-UArizona-1,Left,,86.27279,False,False,False,False
,4,"Caulfield, Garen",0.0,3.0,Undefined,Sinker,Undefined,,,,2.24695,0.13209,StrikeCalled,Undefined,,,,,,140.0,0,0,0,,0.0,20241012-UArizona-1,Left,,85.49437,False,False,False,False
,5,"Caulfield, Garen",1.0,3.0,Walk,Sinker,Undefined,,,,1.85014,1.02198,BallCalled,Undefined,,1.0,,,,140.0,0,0,0,,0.0,20241012-UArizona-1,Left,,86.44325,False,False,False,False
1.0,1,"Caulfield, Garen",0.0,0.0,Undefined,Slider,Undefined,,,,1.57876,0.63736,BallCalled,Undefined,,,,,,140.0,0,0,0,,0.0,20241012-UArizona-1,Left,,76.70177,False,False,False,False
,2,"Caulfield, Garen",0.0,1.0,Undefined,Sinker,HomeRun,26.488065,27.29772,372.51379,2.42922,-0.86455,InPlay,FlyBall,1.0,1.0,4.0,1.0,,140.0,0,0,1,1.0,0.0,20241012-UArizona-1,Left,99.76223,86.57126,False,False,False,True
1.0,1,"Caulfield, Garen",0.0,0.0,Undefined,Sinker,Undefined,,,,1.01184,-1.03382,BallCalled,Undefined,,,,,,140.0,0,0,0,,0.0,20241012-UArizona-1,Right,,91.20092,False,False,False,False
,2,"Caulfield, Garen",0.0,1.0,Undefined,Sinker,Undefined,,,,1.25976,-0.76762,BallCalled,Undefined,,,,,,140.0,0,0,0,,0.0,20241012-UArizona-1,Right,,91.79073,False,False,False,False
,3,"Caulfield, Garen",0.0,2.0,Undefined,Sinker,Out,17.191498,-14.595218,334.45955,2.09097,0.66155,InPlay,LineDrive,0.0,0.0,0.0,1.0,,140.0,0,0,0,,1.0,20241012-UArizona-1,Right,101.29215,91.83987,False,False,False,False
1.0,1,"Caulfield, Garen",0.0,0.0,Undefined,Slider,Undefined,,,,0.42486,-2.00857,BallCalled,Undefined,,,,,,140.0,0,0,0,,0.0,20241012-UArizona-1,Right,,79.8858,False,False,False,False
,2,"Caulfield, Garen",0.0,1.0,Undefined,Fastball,Undefined,,,,3.34202,-0.13425,StrikeSwinging,Undefined,,,,1.0,1.0,140.0,0,0,0,,0.0,20241012-UArizona-1,Right,,91.7909,False,False,False,False
,3,"Caulfield, Garen",1.0,1.0,Undefined,Fastball,Undefined,,,,1.88666,-1.64316,BallCalled,Undefined,,,,,,140.0,0,0,0,,0.0,20241012-UArizona-1,Right,,92.17888,False,False,False,False
,4,"Caulfield, Garen",1.0,2.0,Undefined,Sinker,Out,-13.057653,11.901112,7.92667,1.64094,-1.12165,InPlay,GroundBall,0.0,0.0,0.0,1.0,,140.0,0,0,0,1.0,1.0,20241012-UArizona-1,Right,90.13686,91.48604,False,False,False,False
1.0,1,"Caulfield, Garen",0.0,0.0,Undefined,Fastball,Undefined,,,,4.32906,1.76597,BallCalled,Undefined,,,,,,140.0,0,0,0,,0.0,20241012-UArizona-1,Right,,90.29845,False,False,False,False
,2,"Caulfield, Garen",0.0,1.0,Undefined,Slider,Out,42.69481,2.061732,282.2932,3.11539,0.21182,InPlay,Popup,0.0,0.0,0.0,1.0,,140.0,0,0,0,,1.0,20241012-UArizona-1,Right,90.56567,75.76658,False,False,False,False
1.0,1,"Caulfield, Garen",0.0,0.0,Undefined,Curveball,Double,25.842998,-0.749129,402.8061,2.11856,0.15141,InPlay,FlyBall,1.0,1.0,2.0,1.0,,140.0,1,0,0,,0.0,20241012-UArizona-1,Right,102.6053,78.03241,False,True,False,False
1.0,1,"Caulfield, Garen",0.0,0.0,Undefined,Fastball,Undefined,,,,1.75306,-2.39984,BallCalled,Undefined,,,,,,140.0,0,0,0,,0.0,20241017-UArizona-Private-2,Right,,90.90256,False,False,False,False
,2,"Caulfield, Garen",0.0,1.0,Undefined,Fastball,Undefined,,,,1.9638,-1.62563,BallCalled,Undefined,,,,,,140.0,0,0,0,,0.0,20241017-UArizona-Private-2,Right,,90.86239,False,False,False,False
,3,"Caulfield, Garen",0.0,2.0,Undefined,ChangeUp,Undefined,,,,3.38766,0.852,BallCalled,Undefined,,,,,,140.0,0,0,0,,0.0,20241017-UArizona-Private-2,Right,,81.68853,False,False,False,False
,4,"Caulfield, Garen",0.0,3.0,Undefined,Fastball,Undefined,,,,1.46595,-0.75675,StrikeCalled,Undefined,,,,,,140.0,0,0,0,,0.0,20241017-UArizona-Private-2,Right,,89.54266,False,False,False,False
,5,"Caulfield, Garen",1.0,3.0,Undefined,Fastball,Undefined,,,,3.1192,-0.2211,StrikeSwinging,Undefined,,,,1.0,1.0,140.0,0,0,0,,0.0,20241017-UArizona-Private-2,Right,,90.2232,False,False,False,False
,6,"Caulfield, Garen",2.0,3.0,Undefined,ChangeUp,Undefined,,,,1.06938,0.33791,FoulBallNotFieldable,Undefined,,,,,,140.0,0,0,0,,0.0,20241017-UArizona-Private-2,Right,,81.84684,False,False,False,False
,7,"Caulfield, Garen",2.0,3.0,Walk,Fastball,Undefined,,,,3.3223,1.2547,BallCalled,Undefined,,1.0,,,,140.0,0,0,0,,0.0,20241017-UArizona-Private-2,Right,,89.96585,False,False,False,False
1.0,1,"Caulfield, Garen",0.0,0.0,Undefined,Fastball,Undefined,,,,1.14173,-1.64926,BallCalled,Undefined,,,,,,140.0,0,0,0,,0.0,20241017-UArizona-Private-2,Right,,90.97591,False,False,False,False
,2,"Caulfield, Garen",0.0,1.0,Undefined,Fastball,Undefined,,,,2.4984,-0.59318,StrikeCalled,Undefined,,,,,,140.0,0,0,0,,0.0,20241017-UArizona-Private-2,Right,,88.27764,False,False,False,False
,3,"Caulfield, Garen",1.0,1.0,Undefined,Slider,Undefined,,,,-0.19364,-1.30276,BallCalled,Undefined,,,,,,140.0,0,0,0,,0.0,20241017-UArizona-Private-2,Right,,80.70687,False,False,False,False
,4,"Caulfield, Garen",1.0,2.0,Undefined,Fastball,Out,18.322016,22.906783,304.86746,1.96203,-0.62373,InPlay,LineDrive,0.0,0.0,0.0,1.0,,140.0,0,0,0,,1.0,20241017-UArizona-Private-2,Right,96.89747,89.27045,False,False,False,False
1.0,1,"Caulfield, Garen",0.0,0.0,Undefined,Cutter,Undefined,,,,3.58293,-0.76972,StrikeCalled,Undefined,,,,,,140.0,0,0,0,,0.0,20241018-UArizona-Private-1,Right,,86.64976,False,False,False,False
,2,"Caulfield, Garen",1.0,0.0,Undefined,Fastball,Out,47.145041,5.085462,170.85413,2.57991,0.17083,InPlay,FlyBall,0.0,0.0,0.0,1.0,,140.0,0,0,0,,1.0,20241018-UArizona-Private-1,Right,93.19954,90.38063,False,False,False,False
1.0,1,"Caulfield, Garen",0.0,0.0,Undefined,Fastball,Undefined,50.411522,34.245944,,1.97822,0.00625,FoulBallNotFieldable,Undefined,,,,,,140.0,0,0,0,,0.0,20241018-UArizona-Private-1,Right,89.63767,90.12723,False,False,False,False
,2,"Caulfield, Garen",1.0,0.0,Undefined,Slider,Undefined,,,,3.45782,-0.87538,BallCalled,Undefined,,,,,,140.0,0,0,0,,0.0,20241018-UArizona-Private-1,Right,,78.91132,False,False,False,False
,3,"Caulfield, Garen",1.0,1.0,Undefined,Fastball,Undefined,,,,3.54592,0.31096,FoulBallNotFieldable,Undefined,,,,,,140.0,0,0,0,,0.0,20241018-UArizona-Private-1,Right,,90.12447,False,False,False,False
,4,"Caulfield, Garen",2.0,1.0,Undefined,Slider,Undefined,,,,3.46211,1.2338,BallCalled,Undefined,,,,,,140.0,0,0,0,,0.0,20241018-UArizona-Private-1,Right,,75.22835,False,False,False,False
,5,"Caulfield, Garen",2.0,2.0,Undefined,Cutter,Undefined,,,,0.31027,-1.80555,BallCalled,Undefined,,,,,,140.0,0,0,0,,0.0,20241018-UArizona-Private-1,Right,,87.3073,False,False,False,False
,6,"Caulfield, Garen",2.0,3.0,Walk,Slider,Undefined,,,,1.00443,-0.64105,BallCalled,Undefined,,1.0,,,,140.0,0,0,0,,0.0,20241018-UArizona-Private-1,Right,,79.73084,False,False,False,False
1.0,1,"Caulfield, Garen",0.0,0.0,Undefined,Slider,Undefined,,,,1.30022,0.04325,StrikeCalled,Undefined,,,,,,140.0,0,0,0,,0.0,20241018-UArizona-Private-1,Left,,82.01492,False,False,False,False
,2,"Caulfield, Garen",1.0,0.0,Undefined,Fastball,Undefined,,,,0.47169,-0.84474,BallCalled,Undefined,,,,,,140.0,0,0,0,,0.0,20241018-UArizona-Private-1,Left,,89.61383,False,False,False,False
,3,"Caulfield, Garen",1.0,1.0,Undefined,Fastball,Undefined,,,,3.45663,-1.06954,BallCalled,Undefined,,,,,,140.0,0,0,0,,0.0,20241018-UArizona-Private-1,Left,,88.85268,False,False,False,False
,4,"Caulfield, Garen",1.0,2.0,Undefined,Fastball,Undefined,,,,2.44231,-0.40323,StrikeSwinging,Undefined,,,,1.0,1.0,140.0,0,0,0,,0.0,20241018-UArizona-Private-1,Left,,89.08818,False,False,False,False
,5,"Caulfield, Garen",2.0,2.0,Undefined,Fastball,Undefined,,,,3.79209,-0.43982,BallCalled,Undefined,,,,,,140.0,0,0,0,,0.0,20241018-UArizona-Private-1,Left,,88.5623,False,False,False,False
,6,"Caulfield, Garen",2.0,3.0,Undefined,Slider,Single,-2.723317,-3.683551,23.45922,1.52457,-0.26226,InPlay,GroundBall,1.0,1.0,1.0,1.0,,140.0,0,0,0,,0.0,20241018-UArizona-Private-1,Left,104.28651,78.61962,True,False,False,False
1.0,1,"Caulfield, Garen",0.0,0.0,Undefined,Fastball,Triple,18.574014,22.504314,309.74517,3.21546,-0.79375,InPlay,LineDrive,1.0,1.0,3.0,1.0,,140.0,0,1,0,,0.0,20241018-UArizona-Private-1,Right,99.83499,91.97822,False,False,True,False
1.0,1,"Caulfield, Garen",0.0,0.0,Undefined,Fastball,Undefined,,,,2.73254,0.27037,StrikeCalled,Undefined,,,,,,140.0,0,0,0,,0.0,20241018-UArizona-Private-1,Right,,90.0883,False,False,False,False
,2,"Caulfield, Garen",1.0,0.0,Undefined,Slider,Undefined,,,,0.68941,-1.66424,BallCalled,Undefined,,,,,,140.0,0,0,0,,0.0,20241018-UArizona-Private-1,Right,,82.24147,False,False,False,False
,3,"Caulfield, Garen",1.0,1.0,Undefined,Fastball,Undefined,,,,4.9494,0.03156,BallCalled,Undefined,,,,,,140.0,0,0,0,,0.0,20241018-UArizona-Private-1,Right,,88.925,False,False,False,False
,4,"Caulfield, Garen",1.0,2.0,Undefined,Curveball,Undefined,62.581275,32.747408,,2.72603,0.41145,FoulBallNotFieldable,Undefined,,,,,,140.0,0,0,0,,0.0,20241018-UArizona-Private-1,Right,77.07345,77.79603,False,False,False,False
,5,"Caulfield, Garen",2.0,2.0,Undefined,Fastball,Undefined,39.769024,166.727864,,3.32402,-0.11313,FoulBallNotFieldable,Undefined,,,,,,140.0,0,0,0,,0.0,20241018-UArizona-Private-1,Right,72.30393,90.51111,False,False,False,False
,6,"Caulfield, Garen",2.0,2.0,Strikeout,Curveball,Undefined,,,,2.86711,0.36281,StrikeCalled,Undefined,0.0,0.0,0.0,,,140.0,0,0,0,,0.0,20241018-UArizona-Private-1,Right,,77.51917,False,False,False,False
1.0,1,"Caulfield, Garen",0.0,0.0,Undefined,Fastball,Undefined,,,,2.40383,-0.34662,StrikeCalled,Undefined,,,,,,140.0,0,0,0,,0.0,20241024-UArizona-Private-1,Left,,92.26535,False,False,False,False
,2,"Caulfield, Garen",1.0,0.0,Undefined,Curveball,Undefined,,,,0.60275,0.25019,BallCalled,Undefined,,,,,,140.0,0,0,0,,0.0,20241024-UArizona-Private-1,Left,,80.54787,False,False,False,False
,3,"Caulfield, Garen",1.0,1.0,Undefined,Slider,Out,25.113325,13.212199,341.75475,1.59021,-0.14269,InPlay,LineDrive,0.0,0.0,0.0,1.0,,140.0,0,0,0,,1.0,20241024-UArizona-Private-1,Left,101.54795,86.50514,False,False,False,False
1.0,1,"Caulfield, Garen",0.0,0.0,Undefined,Slider,Undefined,,,,1.80345,-0.19084,StrikeCalled,Undefined,,,,,,140.0,0,0,0,,0.0,20241024-UArizona-Private-1,Right,,78.80275,False,False,False,False
,2,"Caulfield, Garen",1.0,0.0,Undefined,Cutter,Undefined,,,,2.05908,0.75324,BallCalled,Undefined,,,,,,140.0,0,0,0,,0.0,20241024-UArizona-Private-1,Right,,87.1809,False,False,False,False
,3,"Caulfield, Garen",1.0,1.0,Undefined,Fastball,Undefined,,,,3.0859,-0.18628,FoulBallNotFieldable,Undefined,,,,,,140.0,0,0,0,,0.0,20241024-UArizona-Private-1,Right,,93.53789,False,False,False,False
,4,"Caulfield, Garen",2.0,1.0,Undefined,Slider,Undefined,,,,2.22123,-1.47051,BallCalled,Undefined,,,,,,140.0,0,0,0,,0.0,20241024-UArizona-Private-1,Right,,81.86264,False,False,False,False
,5,"Caulfield, Garen",2.0,2.0,Undefined,Slider,Single,-6.849058,-5.035543,15.74348,2.09943,-1.07516,InPlay,GroundBall,1.0,1.0,1.0,1.0,,140.0,0,0,0,1.0,0.0,20241024-UArizona-Private-1,Right,79.04106,81.92948,True,False,False,False
1.0,1,"Caulfield, Garen",0.0,0.0,Undefined,Slider,Undefined,,,,-0.86785,-2.85209,BallCalled,Undefined,,,,,,140.0,0,0,0,,0.0,20241024-UArizona-Private-1,Right,,81.48914,False,False,False,False
,2,"Caulfield, Garen",0.0,1.0,Undefined,Fastball,Undefined,,,,0.03659,-0.55868,BallCalled,Undefined,,,,,,140.0,0,0,0,,0.0,20241024-UArizona-Private-1,Right,,91.48802,False,False,False,False
,3,"Caulfield, Garen",0.0,2.0,Undefined,Fastball,Undefined,,,,1.58993,-1.01264,StrikeCalled,Undefined,,,,,,140.0,0,0,0,,0.0,20241024-UArizona-Private-1,Right,,91.97335,False,False,False,False
,4,"Caulfield, Garen",1.0,2.0,Undefined,Fastball,Undefined,,,,1.28763,-0.58851,BallCalled,Undefined,,,,,,140.0,0,0,0,,0.0,20241024-UArizona-Private-1,Right,,91.66585,False,False,False,False
,5,"Caulfield, Garen",1.0,3.0,Walk,Fastball,Undefined,,,,2.13523,-1.71722,BallCalled,Undefined,,1.0,,,,140.0,0,0,0,,0.0,20241024-UArizona-Private-1,Right,,92.21536,False,False,False,False
1.0,1,"Caulfield, Garen",0.0,0.0,Undefined,Fastball,Undefined,,,,2.27851,0.02497,StrikeCalled,Undefined,,,,,,140.0,0,0,0,,0.0,20241024-UArizona-Private-1,Right,,89.01924,False,False,False,False
,2,"Caulfield, Garen",1.0,0.0,Undefined,Slider,Undefined,,,,1.9799,-0.82155,FoulBallNotFieldable,Undefined,,,,,,140.0,0,0,0,,0.0,20241024-UArizona-Private-1,Right,,77.48093,False,False,False,False
,3,"Caulfield, Garen",2.0,0.0,Undefined,ChangeUp,Undefined,-7.656464,-75.650618,15.40965,2.23602,0.71851,FoulBallNotFieldable,Undefined,,,,,,140.0,0,0,0,,0.0,20241024-UArizona-Private-1,Right,89.15481,76.71469,False,False,False,False
,4,"Caulfield, Garen",2.0,0.0,Undefined,Slider,Undefined,,,,2.22479,-1.84397,BallCalled,Undefined,,,,,,140.0,0,0,0,,0.0,20241024-UArizona-Private-1,Right,,78.123,False,False,False,False
,5,"Caulfield, Garen",2.0,1.0,Strikeout,ChangeUp,Undefined,,,,0.94282,-0.26653,StrikeSwinging,Undefined,0.0,0.0,0.0,1.0,1.0,140.0,0,0,0,1.0,0.0,20241024-UArizona-Private-1,Right,,77.34899,False,False,False,False
1.0,1,"Caulfield, Garen",0.0,0.0,Undefined,Curveball,Undefined,,,,2.12273,1.34028,BallCalled,Undefined,,,,,,140.0,0,0,0,,0.0,20241025-UArizona-Private-1,Right,,80.82256,False,False,False,False
,2,"Caulfield, Garen",0.0,1.0,Undefined,Slider,Undefined,,,,1.38992,-2.03022,BallCalled,Undefined,,,,,,140.0,0,0,0,,0.0,20241025-UArizona-Private-1,Right,,82.35766,False,False,False,False
,3,"Caulfield, Garen",0.0,2.0,Undefined,Slider,Undefined,,,,1.2035,-2.0405,BallCalled,Undefined,,,,,,140.0,0,0,0,,0.0,20241025-UArizona-Private-1,Right,,84.2849,False,False,False,False
,4,"Caulfield, Garen",0.0,3.0,Undefined,Curveball,Undefined,,,,3.1326,0.31048,StrikeCalled,Undefined,,,,,,140.0,0,0,0,,0.0,20241025-UArizona-Private-1,Right,,81.30638,False,False,False,False
,5,"Caulfield, Garen",1.0,3.0,Walk,Slider,Undefined,,,,0.80305,-1.63863,BallCalled,Undefined,,1.0,,,,140.0,0,0,0,,0.0,20241025-UArizona-Private-1,Right,,85.18781,False,False,False,False
1.0,1,"Caulfield, Garen",0.0,0.0,Undefined,Slider,Undefined,,,,1.53553,-0.72809,StrikeCalled,Undefined,,,,,,140.0,0,0,0,,0.0,20241025-UArizona-Private-1,Right,,82.66519,False,False,False,False
,2,"Caulfield, Garen",1.0,0.0,Undefined,Fastball,Undefined,,,,4.1934,-0.43192,BallCalled,Undefined,,,,,,140.0,0,0,0,,0.0,20241025-UArizona-Private-1,Right,,92.05506,False,False,False,False
,3,"Caulfield, Garen",1.0,1.0,Undefined,Fastball,Undefined,,,,2.27061,-0.07149,StrikeCalled,Undefined,,,,,,140.0,0,0,0,,0.0,20241025-UArizona-Private-1,Right,,90.82903,False,False,False,False
,4,"Caulfield, Garen",2.0,1.0,Strikeout,Slider,Undefined,,,,1.38276,-0.79619,StrikeCalled,Undefined,0.0,0.0,0.0,,,140.0,0,0,0,,0.0,20241025-UArizona-Private-1,Right,,83.17706,False,False,False,False
1.0,1,"Caulfield, Garen",0.0,0.0,Undefined,Sinker,Undefined,,,,2.01693,2.01136,BallCalled,Undefined,,,,,,140.0,0,0,0,,0.0,20241025-UArizona-Private-1,Right,,92.26389,False,False,False,False
,2,"Caulfield, Garen",0.0,1.0,Undefined,Sinker,Undefined,,,,2.32541,-2.21092,BallCalled,Undefined,,,,,,140.0,0,0,0,,0.0,20241025-UArizona-Private-1,Right,,91.85963,False,False,False,False
,3,"Caulfield, Garen",0.0,2.0,Undefined,Sinker,Undefined,,,,3.58178,2.05282,HitByPitch,Undefined,,1.0,,,,140.0,0,0,0,,0.0,20241025-UArizona-Private-1,Right,,90.16298,False,False,False,False
1.0,1,"Caulfield, Garen",0.0,0.0,Undefined,Fastball,Out,,,,1.91504,0.31448,InPlay,GroundBall,0.0,0.0,0.0,1.0,,140.0,0,0,0,,1.0,20241025-UArizona-Private-1,Right,,93.63571,False,False,False,False
1.0,1,"Caulfield, Garen",0.0,0.0,Undefined,Curveball,Undefined,,,,0.65928,0.14722,BallCalled,Undefined,,,,,,140.0,0,0,0,,0.0,20241025-UArizona-Private-1,Right,,85.58515,False,False,False,False
,2,"Caulfield, Garen",0.0,1.0,Undefined,Fastball,Undefined,,,,3.35008,-0.36453,StrikeCalled,Undefined,,,,,,140.0,0,0,0,,0.0,20241025-UArizona-Private-1,Right,,92.35636,False,False,False,False
,3,"Caulfield, Garen",1.0,1.0,Undefined,Fastball,Undefined,,,,2.50045,-0.02903,StrikeCalled,Undefined,,,,,,140.0,0,0,0,,0.0,20241025-UArizona-Private-1,Right,,92.16097,False,False,False,False
,4,"Caulfield, Garen",2.0,1.0,Undefined,Curveball,Undefined,,,,1.37962,-0.87493,BallCalled,Undefined,,,,,,140.0,0,0,0,,0.0,20241025-UArizona-Private-1,Right,,84.95189,False,False,False,False
,5,"Caulfield, Garen",2.0,2.0,Undefined,Curveball,Undefined,,,,-0.02974,-1.09659,BallCalled,Undefined,,,,,,140.0,0,0,0,,0.0,20241025-UArizona-Private-1,Right,,84.63425,False,False,False,False
,6,"Caulfield, Garen",2.0,3.0,Undefined,Curveball,Undefined,14.598157,175.418737,112.92815,3.78144,-0.55163,FoulBallNotFieldable,Undefined,,,,,,140.0,0,0,0,,0.0,20241025-UArizona-Private-1,Right,72.58583,84.96881,False,False,False,False
,7,"Caulfield, Garen",2.0,3.0,Strikeout,Fastball,Undefined,,,,1.73118,-0.40988,StrikeCalled,Undefined,0.0,0.0,0.0,,,140.0,0,0,0,,0.0,20241025-UArizona-Private-1,Right,,92.86258,False,False,False,False
,0,"Caulfield, Garen",,,Strikeout,,,,,,,,,,0.0,0.0,0.0,,,,0,0,0,,,,Left,,,False,False,False,False
,0,"Caulfield, Garen",,,Walk,,,,,,,,,,,1.0,,,,,0,0,0,,,,Left,,,False,False,False,False
,0,"Caulfield, Garen",,,Strikeout,,,,,,,,,,0.0,0.0,0.0,,,,0,0,0,,,,Right,,,False,False,False,False
